day,shopper_id,gender,age_group,entry_time,exit_time,dwell_min,sections_visited,n_sections,browsing_min,approached_fitting,used_fitting_room,fitting_wait_min,gave_up_fitting,joined_queue,initial_queue_position,queue_wait_min,abandoned_queue,reached_counter,purchased,funnel_stage
Tuesday,68,male,young,17:04,17:51,47,Skirts & Dresses;Tops,2,8,True,True,0,False,True,2,1,True,False,False,queued
Tuesday,69,male,senior,17:05,18:33,88,Stockings;Jeans;Skirts & Dresses,3,13,True,True,0,False,True,3,8,True,False,False,queued
Tuesday,70,male,senior,17:08,18:12,64,Pants;Tops;Underwear,3,15,False,False,,False,True,2,1,False,True,True,purchased
Tuesday,71,male,adult,17:13,17:38,25,Jeans;Stockings,2,14,False,False,,False,False,,0,False,False,False,browsed
Tuesday,72,male,adult,17:22,18:30,68,Stockings;Jeans;Tops;Pants,4,30,False,False,,False,True,3,5,False,True,True,purchased
Tuesday,73,female,adult,17:32,18:22,50,Underwear;Stockings;Hats & Handbags,3,20,False,False,,False,True,2,3,False,True,True,purchased
Tuesday,74,female,adult,17:46,18:12,26,Underwear,1,5,False,False,,False,True,2,3,False,True,True,purchased
Tuesday,75,male,adult,17:49,19:59,130,Tops;Skirts & Dresses;Stockings;Pants;Hats & Handbags;Jeans,6,45,False,False,,False,True,2,0,True,False,False,queued
Tuesday,76,male,senior,18:22,19:55,93,Tops;Pants;Jeans;Underwear,4,22,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,77,female,young,18:23,19:19,56,Skirts & Dresses;Pants,2,14,True,True,0,False,True,2,4,False,True,True,purchased
Tuesday,78,female,young,18:26,20:12,106,Underwear;Skirts & Dresses;Pants;Jeans,4,36,True,True,0,False,True,2,0,False,True,True,purchased
Tuesday,79,female,young,18:32,19:01,29,Tops,1,6,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,80,male,adult,18:40,20:00,80,Jeans;Skirts & Dresses;Stockings,3,14,False,False,,False,True,2,6,False,True,True,purchased
Tuesday,81,male,adult,19:16,20:08,52,Stockings;Tops;Hats & Handbags;Underwear,4,19,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,82,male,adult,19:28,20:21,53,Tops;Skirts & Dresses;Stockings;Jeans;Underwear,5,25,False,False,,False,False,,0,False,False,False,browsed
Tuesday,83,male,adult,20:50,,,Hats & Handbags;Tops,2,3,False,False,,False,False,,0,False,False,False,browsed
Wednesday,1,female,young,10:15,12:05,110,Stockings;Pants;Underwear;Jeans;Tops,5,67,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,2,female,adult,10:30,12:56,146,Skirts & Dresses;Tops;Stockings;Jeans;Hats & Handbags,5,41,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,3,female,young,10:39,12:25,106,Underwear;Tops;Pants;Stockings;Hats & Handbags,5,65,False,False,,False,False,,0,False,False,False,browsed
Wednesday,4,female,young,10:40,11:11,31,Pants,1,7,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,5,female,senior,10:58,13:48,170,Skirts & Dresses;Stockings;Hats & Handbags;Jeans;Underwear;Tops,6,50,True,True,0,False,True,2,5,False,True,True,purchased
Wednesday,6,female,adult,11:19,14:16,177,Skirts & Dresses;Tops;Jeans;Stockings;Underwear,5,76,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,7,female,senior,11:35,13:56,141,Hats & Handbags;Jeans;Tops;Pants,4,66,False,False,,False,True,3,10,False,True,True,purchased
Wednesday,8,female,adult,11:38,13:38,120,Skirts & Dresses;Hats & Handbags;Tops,3,55,True,True,0,False,True,3,7,False,True,True,purchased
Wednesday,9,female,young,11:39,12:26,47,Underwear;Stockings,2,10,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,10,male,young,11:40,11:53,13,Hats & Handbags,1,3,False,False,,False,False,,0,False,False,False,browsed
Wednesday,11,male,adult,11:49,12:02,13,Tops,1,1,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,12,female,young,11:50,13:31,101,Jeans;Skirts & Dresses;Tops;Stockings,4,48,True,True,0,False,True,3,6,False,True,True,purchased
Wednesday,13,female,adult,11:57,12:57,60,Pants;Underwear;Tops;Hats & Handbags;Jeans,5,33,False,False,,False,False,,0,False,False,False,browsed
Wednesday,14,female,adult,12:00,12:46,46,Hats & Handbags;Stockings;Underwear,3,22,False,False,,False,True,2,1,True,False,False,queued
Wednesday,15,female,adult,12:02,15:28,206,Jeans;Hats & Handbags;Stockings;Tops;Underwear;Pants;Skirts & Dresses,7,90,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,16,male,senior,12:11,12:16,5,Tops,1,1,False,False,,False,False,,0,False,False,False,browsed
Wednesday,17,female,adult,12:15,13:16,61,Hats & Handbags;Tops,2,16,True,True,0,False,True,2,2,False,True,True,purchased
Wednesday,18,female,young,12:16,12:51,35,Tops;Skirts & Dresses,2,12,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,19,female,senior,12:17,14:06,109,Stockings;Jeans;Hats & Handbags,3,44,True,True,0,False,True,2,2,True,False,False,queued
Wednesday,20,female,senior,12:22,13:41,79,Pants;Skirts & Dresses;Tops;Underwear,4,31,False,False,,False,False,,0,False,False,False,browsed
Wednesday,21,female,adult,12:33,14:26,113,Jeans;Underwear;Stockings;Pants;Hats & Handbags;Skirts & Dresses,6,41,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,22,male,young,12:36,13:08,32,Jeans;Underwear;Tops,3,12,False,False,,False,True,2,0,False,True,True,purchased
Wednesday,23,male,adult,12:37,13:22,45,Underwear;Hats & Handbags;Tops,3,15,False,False,,False,True,2,0,True,False,False,queued
Wednesday,24,male,adult,12:40,14:03,83,Skirts & Dresses;Tops;Pants;Underwear;Hats & Handbags;Jeans,6,40,False,False,,False,True,2,0,True,False,False,queued
Wednesday,25,female,young,12:42,15:09,147,Jeans;Skirts & Dresses;Hats & Handbags;Underwear;Stockings;Tops;Pants,7,85,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,26,male,young,12:43,13:03,20,Stockings,1,4,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,27,male,adult,12:47,14:03,76,Skirts & Dresses;Stockings;Tops,3,18,False,False,,False,True,2,0,False,True,True,purchased
Wednesday,28,male,young,12:51,13:57,66,Hats & Handbags;Stockings;Skirts & Dresses,3,13,False,False,,False,True,3,14,False,True,True,purchased
Wednesday,29,female,adult,12:53,14:43,110,Jeans;Underwear;Pants;Hats & Handbags;Tops;Stockings,6,64,False,False,,False,True,2,2,False,True,True,purchased
Wednesday,30,female,young,12:56,14:09,73,Hats & Handbags;Tops;Jeans;Stockings;Underwear,5,32,False,False,,False,False,,0,False,False,False,browsed
Wednesday,31,female,young,13:05,14:39,94,Skirts & Dresses;Pants;Jeans,3,40,True,True,0,False,True,2,3,False,True,True,purchased
Wednesday,32,female,young,13:06,14:41,95,Jeans;Tops;Hats & Handbags;Underwear;Pants;Stockings,6,62,False,False,,False,False,,0,False,False,False,browsed
Wednesday,33,female,young,13:07,15:30,143,Skirts & Dresses;Jeans;Hats & Handbags;Underwear;Pants,5,74,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,34,male,senior,13:13,14:56,103,Hats & Handbags;Jeans;Tops;Skirts & Dresses;Pants,5,23,False,False,,False,True,2,3,False,True,True,purchased
Wednesday,35,female,senior,13:17,16:11,174,Stockings;Pants;Jeans;Skirts & Dresses;Hats & Handbags,5,94,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,36,male,young,13:21,14:24,63,Skirts & Dresses;Stockings;Pants;Tops,4,29,False,False,,False,False,,0,False,False,False,browsed
Wednesday,37,female,adult,13:22,14:16,54,Tops;Pants;Hats & Handbags;Skirts & Dresses,4,34,False,False,,False,False,,0,False,False,False,browsed
Wednesday,38,female,young,13:27,15:29,122,Underwear;Pants;Tops;Hats & Handbags;Jeans;Skirts & Dresses,6,74,False,False,,False,False,,0,False,False,False,browsed
Wednesday,39,male,senior,13:33,14:18,45,Underwear;Tops,2,10,False,False,,False,False,,0,False,False,False,browsed
Wednesday,40,female,adult,13:38,16:17,159,Tops;Underwear;Skirts & Dresses;Jeans;Stockings,5,77,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,41,female,senior,13:41,14:29,48,Tops;Skirts & Dresses;Hats & Handbags,3,24,False,False,,False,False,,0,False,False,False,browsed
Wednesday,42,female,young,13:42,16:05,143,Stockings;Underwear;Jeans;Hats & Handbags;Pants;Skirts & Dresses;Tops,7,77,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,43,female,young,13:47,15:02,75,Jeans;Hats & Handbags;Skirts & Dresses;Tops,4,26,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,44,male,adult,13:54,14:32,38,Jeans;Underwear;Tops,3,14,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,45,male,adult,13:55,14:35,40,Hats & Handbags;Underwear,2,7,False,False,,False,False,,0,False,False,False,browsed
Wednesday,46,female,adult,13:58,15:16,78,Skirts & Dresses;Tops;Jeans,3,18,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,47,female,senior,14:23,16:17,114,Hats & Handbags;Skirts & Dresses;Tops;Stockings;Pants;Jeans,6,63,False,False,,False,False,,0,False,False,False,browsed
Wednesday,48,female,young,14:40,15:59,79,Underwear;Skirts & Dresses;Jeans,3,43,False,False,,False,False,,0,False,False,False,browsed
Wednesday,49,female,adult,14:57,18:45,228,Stockings;Underwear;Pants;Skirts & Dresses;Tops;Hats & Handbags;Jeans,7,104,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,50,male,adult,15:13,15:34,21,Tops,1,3,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,51,female,adult,15:22,17:12,110,Underwear;Tops;Stockings;Pants,4,32,True,True,0,False,True,2,2,False,True,True,purchased
Wednesday,52,male,adult,15:29,16:47,78,Hats & Handbags;Stockings;Tops,3,19,False,False,,False,True,2,0,False,True,True,purchased
Wednesday,53,male,senior,15:30,16:32,62,Skirts & Dresses;Underwear,2,14,False,False,,False,True,1,0,False,True,True,purchased
