day,shopper_id,gender,age_group,entry_time,exit_time,dwell_min,sections_visited,n_sections,browsing_min,approached_fitting,used_fitting_room,fitting_wait_min,gave_up_fitting,joined_queue,initial_queue_position,queue_wait_min,abandoned_queue,reached_counter,purchased,funnel_stage
Monday,46,female,senior,17:19,20:04,165,Pants;Hats & Handbags;Jeans;Underwear;Tops,5,84,True,True,0,False,True,1,0,False,True,True,purchased
Monday,47,male,young,17:38,18:27,49,Underwear;Jeans;Skirts & Dresses,3,17,False,False,,False,True,1,0,False,True,True,purchased
Monday,48,male,adult,17:51,19:28,97,Underwear;Skirts & Dresses;Tops;Stockings,4,38,True,True,0,False,True,1,0,False,True,True,purchased
Monday,49,female,adult,18:06,18:45,39,Stockings;Jeans;Tops,3,13,False,False,,False,True,1,0,False,True,True,purchased
Monday,50,female,senior,18:27,,,Tops;Skirts & Dresses;Underwear;Jeans;Hats & Handbags;Stockings,6,83,False,False,,False,False,,0,False,False,False,browsed
Monday,51,female,adult,18:30,19:56,86,Skirts & Dresses;Underwear,2,21,True,True,0,False,True,1,0,False,True,True,purchased
Monday,52,male,adult,18:31,19:45,74,Pants;Hats & Handbags;Underwear;Skirts & Dresses,4,21,False,False,,False,False,,0,False,False,False,browsed
Tuesday,1,male,adult,10:08,11:20,72,Pants;Hats & Handbags;Underwear;Stockings;Tops,5,27,False,False,,False,False,,0,False,False,False,browsed
Tuesday,2,female,adult,10:48,13:56,188,Hats & Handbags;Stockings;Skirts & Dresses;Jeans;Tops;Pants;Underwear,7,84,False,False,,False,True,2,2,True,False,False,queued
Tuesday,3,male,young,11:00,12:06,66,Pants;Stockings;Tops;Skirts & Dresses;Jeans;Underwear,6,39,False,False,,False,True,2,1,False,True,True,purchased
Tuesday,4,male,young,11:09,11:19,10,Jeans,1,4,False,False,,False,False,,0,False,False,False,browsed
Tuesday,5,male,adult,11:16,11:38,22,Pants,1,4,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,6,male,senior,11:17,12:58,101,Skirts & Dresses;Hats & Handbags;Jeans;Stockings;Tops,5,42,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,7,male,adult,11:20,12:21,61,Underwear;Jeans;Hats & Handbags;Pants,4,31,False,False,,False,False,,0,False,False,False,browsed
Tuesday,8,female,adult,11:27,13:35,128,Pants;Skirts & Dresses;Jeans;Tops;Underwear;Hats & Handbags,6,59,False,False,,False,False,,0,False,False,False,browsed
Tuesday,9,male,senior,11:32,12:07,35,Jeans,1,5,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,10,female,senior,11:39,13:22,103,Tops;Underwear;Skirts & Dresses;Hats & Handbags,4,30,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,11,female,young,11:51,13:00,69,Skirts & Dresses;Tops;Pants,3,24,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,12,female,adult,12:22,14:46,144,Jeans;Skirts & Dresses;Stockings;Hats & Handbags,4,59,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,13,female,adult,12:26,13:03,37,Tops,1,7,True,True,0,False,True,2,5,False,True,True,purchased
Tuesday,14,male,young,12:37,14:02,85,Pants;Hats & Handbags;Tops;Underwear;Jeans,5,46,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,15,male,adult,12:41,12:59,18,Pants,1,5,False,False,,False,True,2,2,False,True,True,purchased
Tuesday,16,male,adult,12:45,13:54,69,Tops;Stockings,2,9,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,17,male,adult,12:49,14:15,86,Tops;Stockings;Skirts & Dresses;Pants,4,19,False,False,,False,True,2,5,False,True,True,purchased
Tuesday,18,female,young,12:51,13:26,35,Stockings;Jeans,2,13,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,19,female,senior,12:52,16:05,193,Tops;Stockings;Hats & Handbags;Pants;Skirts & Dresses,5,113,True,False,,True,True,1,0,False,True,True,purchased
Tuesday,20,female,senior,13:01,15:01,120,Jeans;Tops;Underwear;Pants,4,50,True,True,0,False,True,2,0,True,False,False,queued
Tuesday,21,female,adult,13:14,15:10,116,Stockings;Jeans;Pants;Hats & Handbags;Tops;Underwear,6,49,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,22,male,adult,13:15,14:46,91,Stockings;Jeans;Underwear;Tops;Hats & Handbags;Pants,6,46,False,False,,False,False,,0,False,False,False,browsed
Tuesday,23,female,adult,13:18,16:12,174,Underwear;Pants;Hats & Handbags;Stockings;Tops;Skirts & Dresses,6,55,True,True,0,False,True,3,3,False,True,True,purchased
Tuesday,24,male,adult,13:20,13:32,12,Pants,1,5,False,False,,False,False,,0,False,False,False,browsed
Tuesday,25,female,adult,13:28,15:34,126,Tops;Pants;Jeans;Stockings;Skirts & Dresses;Underwear,6,53,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,26,female,adult,13:30,16:36,186,Stockings;Tops;Skirts & Dresses;Underwear;Pants,5,71,True,True,0,False,True,2,9,False,True,True,purchased
Tuesday,27,male,adult,13:31,14:41,70,Underwear;Skirts & Dresses;Tops;Pants,4,14,False,False,,False,True,2,1,True,False,False,queued
Tuesday,28,female,young,13:34,14:23,49,Stockings;Skirts & Dresses;Jeans;Tops,4,19,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,29,female,young,13:35,15:42,127,Jeans;Underwear;Stockings;Hats & Handbags;Pants;Tops;Skirts & Dresses,7,81,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,30,female,adult,13:36,15:53,137,Skirts & Dresses;Jeans;Tops;Hats & Handbags;Stockings;Pants;Underwear,7,82,True,True,0,False,True,2,2,True,False,False,queued
Tuesday,31,female,senior,13:38,15:22,104,Skirts & Dresses;Jeans;Pants;Stockings,4,65,False,False,,False,False,,0,False,False,False,browsed
Tuesday,32,female,adult,13:44,15:47,123,Skirts & Dresses;Jeans;Hats & Handbags;Pants;Underwear;Stockings,6,67,False,False,,False,False,,0,False,False,False,browsed
Tuesday,33,male,young,13:45,14:12,27,Underwear;Jeans,2,11,False,False,,False,True,2,1,False,True,True,purchased
Tuesday,34,female,young,14:18,16:19,121,Stockings;Pants;Hats & Handbags;Tops;Skirts & Dresses;Underwear,6,45,True,True,0,False,True,2,1,False,True,True,purchased
Tuesday,35,female,senior,14:21,16:37,136,Pants;Skirts & Dresses;Jeans;Stockings;Hats & Handbags;Tops,6,59,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,36,male,adult,14:29,14:55,26,Jeans,1,3,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,37,female,senior,14:46,16:18,92,Hats & Handbags;Skirts & Dresses;Pants,3,69,False,False,,False,False,,0,False,False,False,browsed
Tuesday,38,female,adult,15:05,17:45,160,Stockings;Jeans;Tops;Hats & Handbags;Pants;Underwear,6,92,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,39,male,senior,15:09,17:32,143,Underwear;Hats & Handbags;Jeans;Skirts & Dresses;Stockings,5,41,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,40,female,adult,15:33,18:07,154,Pants;Jeans;Underwear;Hats & Handbags;Skirts & Dresses;Tops,6,113,True,True,0,False,True,3,0,True,False,False,queued
Tuesday,41,female,young,15:41,16:34,53,Pants;Skirts & Dresses,2,20,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,42,female,adult,15:49,16:52,63,Underwear;Stockings;Tops;Hats & Handbags,4,33,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,43,female,adult,15:50,18:00,130,Jeans;Underwear;Skirts & Dresses;Stockings,4,49,False,False,,False,True,2,3,False,True,True,purchased
Tuesday,44,female,senior,15:55,18:03,128,Hats & Handbags;Skirts & Dresses;Stockings;Tops;Pants;Jeans,6,52,False,False,,False,False,,0,False,False,False,browsed
Tuesday,45,male,adult,16:04,16:55,51,Tops;Stockings,2,21,False,False,,False,False,,0,False,False,False,browsed
Tuesday,46,female,adult,16:08,18:25,137,Stockings;Underwear;Jeans;Hats & Handbags;Pants,5,37,True,True,0,False,True,2,3,False,True,True,purchased
Tuesday,47,male,young,16:09,17:29,80,Pants;Underwear;Tops;Stockings;Skirts & Dresses,5,58,False,False,,False,False,,0,False,False,False,browsed
Tuesday,48,male,senior,16:10,17:36,86,Stockings;Skirts & Dresses;Pants;Tops,4,37,False,False,,False,False,,0,False,False,False,browsed
Tuesday,49,female,adult,16:21,17:36,75,Tops;Underwear;Stockings,3,23,True,True,0,False,True,3,1,False,True,True,purchased
Tuesday,50,female,adult,16:34,18:15,101,Jeans;Pants;Underwear;Tops,4,35,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,51,female,adult,16:37,19:27,170,Underwear;Stockings;Tops;Jeans;Pants;Hats & Handbags,6,94,True,True,0,False,True,2,4,False,True,True,purchased
Tuesday,52,male,adult,16:40,17:38,58,Underwear;Pants;Tops;Jeans,4,22,False,False,,False,True,2,1,False,True,True,purchased
Tuesday,53,female,adult,16:41,18:34,113,Skirts & Dresses;Hats & Handbags;Pants;Jeans;Tops,5,71,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,54,male,young,16:58,17:27,29,Skirts & Dresses,1,4,True,True,0,False,True,2,2,True,False,False,queued
Tuesday,55,male,senior,17:04,18:45,101,Stockings;Jeans;Skirts & Dresses;Underwear,4,27,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,56,male,adult,17:08,18:44,96,Jeans;Hats & Handbags;Skirts & Dresses;Underwear,4,35,True,True,0,False,True,2,1,False,True,True,purchased
Tuesday,57,female,adult,17:10,19:51,161,Stockings;Hats & Handbags;Pants;Skirts & Dresses;Jeans,5,83,True,True,0,False,True,2,1,False,True,True,purchased
Tuesday,58,female,adult,17:18,19:32,134,Jeans;Pants;Stockings;Hats & Handbags;Tops,5,72,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,59,male,adult,17:23,19:05,102,Underwear;Jeans;Skirts & Dresses;Pants;Tops,5,40,True,True,0,False,True,2,3,True,False,False,queued
Tuesday,60,female,young,17:25,19:08,103,Underwear;Jeans;Skirts & Dresses;Stockings,4,51,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,61,female,adult,17:26,19:10,104,Stockings;Hats & Handbags;Skirts & Dresses,3,29,True,True,0,False,True,1,0,False,True,True,purchased
Tuesday,62,male,senior,17:39,18:26,47,Hats & Handbags;Tops;Stockings,3,15,False,False,,False,False,,0,False,False,False,browsed
Tuesday,63,male,adult,18:03,18:36,33,Jeans;Stockings,2,12,False,False,,False,False,,0,False,False,False,browsed
Tuesday,64,male,young,18:12,19:11,59,Pants;Jeans;Underwear;Tops,4,27,False,False,,False,True,3,3,False,True,True,purchased
Tuesday,65,female,senior,18:19,20:31,132,Underwear;Jeans;Pants;Tops;Hats & Handbags,5,61,False,False,,False,True,2,8,False,True,True,purchased
Tuesday,66,female,adult,18:59,19:40,41,Jeans;Skirts & Dresses;Hats & Handbags,3,19,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,67,female,adult,19:00,,,Stockings;Jeans;Pants;Skirts & Dresses;Hats & Handbags;Tops,6,79,True,True,0,False,False,,0,False,False,False,used_fitting
Tuesday,68,female,young,19:13,,,Pants;Stockings;Hats & Handbags;Skirts & Dresses;Jeans,5,63,False,False,,False,False,,0,False,False,False,browsed
Tuesday,69,female,adult,19:23,20:14,51,Jeans;Skirts & Dresses;Hats & Handbags;Underwear,4,25,False,False,,False,True,1,0,False,True,True,purchased
Tuesday,70,female,adult,19:32,19:54,22,Jeans,1,5,False,False,,False,True,2,1,False,True,True,purchased
Tuesday,71,female,young,19:48,20:29,41,Underwear;Stockings;Tops,3,20,False,False,,False,False,,0,False,False,False,browsed
Tuesday,72,female,adult,19:49,,,Skirts & Dresses;Underwear;Hats & Handbags;Jeans;Stockings,5,38,False,False,,False,False,,0,False,False,False,browsed
Wednesday,1,female,young,10:15,12:05,110,Stockings;Pants;Underwear;Jeans;Tops,5,72,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,2,female,adult,10:30,12:56,146,Skirts & Dresses;Tops;Stockings;Jeans;Hats & Handbags,5,46,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,3,female,young,10:39,12:25,106,Underwear;Tops;Pants;Stockings;Hats & Handbags,5,70,False,False,,False,False,,0,False,False,False,browsed
Wednesday,4,female,young,10:40,11:11,31,Pants,1,8,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,5,female,senior,10:58,13:48,170,Skirts & Dresses;Stockings;Hats & Handbags;Jeans;Underwear;Tops,6,56,True,True,0,False,True,2,5,False,True,True,purchased
Wednesday,6,female,adult,11:19,14:16,177,Skirts & Dresses;Tops;Jeans;Stockings;Underwear,5,81,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,7,female,senior,11:35,13:56,141,Hats & Handbags;Jeans;Tops;Pants,4,70,False,False,,False,True,3,10,False,True,True,purchased
Wednesday,8,female,adult,11:38,13:38,120,Skirts & Dresses;Hats & Handbags;Tops,3,58,True,True,0,False,True,3,7,False,True,True,purchased
Wednesday,9,female,young,11:39,12:26,47,Underwear;Stockings,2,12,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,10,male,young,11:40,11:53,13,Hats & Handbags,1,4,False,False,,False,False,,0,False,False,False,browsed
Wednesday,11,male,adult,11:49,12:02,13,Tops,1,2,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,12,female,young,11:50,13:31,101,Jeans;Skirts & Dresses;Tops;Stockings,4,52,True,True,0,False,True,3,6,False,True,True,purchased
Wednesday,13,female,adult,11:57,12:57,60,Pants;Underwear;Tops;Hats & Handbags;Jeans,5,38,False,False,,False,False,,0,False,False,False,browsed
Wednesday,14,female,adult,12:00,12:46,46,Hats & Handbags;Stockings;Underwear,3,25,False,False,,False,True,2,1,True,False,False,queued
Wednesday,15,female,adult,12:02,15:28,206,Jeans;Hats & Handbags;Stockings;Tops;Underwear;Pants;Skirts & Dresses,7,97,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,16,male,senior,12:11,12:16,5,Tops,1,2,False,False,,False,False,,0,False,False,False,browsed
Wednesday,17,female,adult,12:15,13:16,61,Hats & Handbags;Tops,2,18,True,True,0,False,True,2,2,False,True,True,purchased
Wednesday,18,female,young,12:16,12:51,35,Tops;Skirts & Dresses,2,14,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,19,female,senior,12:17,14:06,109,Stockings;Jeans;Hats & Handbags,3,47,True,True,0,False,True,2,2,True,False,False,queued
Wednesday,20,female,senior,12:22,13:41,79,Pants;Skirts & Dresses;Tops;Underwear,4,35,False,False,,False,False,,0,False,False,False,browsed
Wednesday,21,female,adult,12:33,14:26,113,Jeans;Underwear;Stockings;Pants;Hats & Handbags;Skirts & Dresses,6,47,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,22,male,young,12:36,13:08,32,Jeans;Underwear;Tops,3,15,False,False,,False,True,2,0,False,True,True,purchased
Wednesday,23,male,adult,12:37,13:22,45,Underwear;Hats & Handbags;Tops,3,18,False,False,,False,True,2,0,True,False,False,queued
Wednesday,24,male,adult,12:40,14:03,83,Skirts & Dresses;Tops;Pants;Underwear;Hats & Handbags;Jeans,6,46,False,False,,False,True,2,0,True,False,False,queued
Wednesday,25,female,young,12:42,15:09,147,Jeans;Skirts & Dresses;Hats & Handbags;Underwear;Stockings;Tops;Pants,7,92,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,26,male,young,12:43,13:03,20,Stockings,1,5,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,27,male,adult,12:47,14:03,76,Skirts & Dresses;Stockings;Tops,3,21,False,False,,False,True,2,0,False,True,True,purchased
Wednesday,28,male,young,12:51,13:57,66,Hats & Handbags;Stockings;Skirts & Dresses,3,16,False,False,,False,True,3,14,False,True,True,purchased
Wednesday,29,female,adult,12:53,14:43,110,Jeans;Underwear;Pants;Hats & Handbags;Tops;Stockings,6,70,False,False,,False,True,2,2,False,True,True,purchased
Wednesday,30,female,young,12:56,14:09,73,Hats & Handbags;Tops;Jeans;Stockings;Underwear,5,37,False,False,,False,False,,0,False,False,False,browsed
Wednesday,31,female,young,13:05,14:39,94,Skirts & Dresses;Pants;Jeans,3,43,True,True,0,False,True,2,3,False,True,True,purchased
Wednesday,32,female,young,13:06,14:41,95,Jeans;Tops;Hats & Handbags;Underwear;Pants;Stockings,6,68,False,False,,False,False,,0,False,False,False,browsed
Wednesday,33,female,young,13:07,15:30,143,Skirts & Dresses;Jeans;Hats & Handbags;Underwear;Pants,5,79,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,34,male,senior,13:13,14:56,103,Hats & Handbags;Jeans;Tops;Skirts & Dresses;Pants,5,28,False,False,,False,True,2,3,False,True,True,purchased
Wednesday,35,female,senior,13:17,16:25,188,Stockings;Pants;Jeans;Skirts & Dresses;Hats & Handbags,5,99,True,True,0,False,True,2,0,True,False,False,queued
Wednesday,36,male,young,13:21,14:24,63,Skirts & Dresses;Stockings;Pants;Tops,4,33,False,False,,False,False,,0,False,False,False,browsed
Wednesday,37,female,adult,13:22,14:16,54,Tops;Pants;Hats & Handbags;Skirts & Dresses,4,38,False,False,,False,False,,0,False,False,False,browsed
Wednesday,38,female,young,13:27,15:29,122,Underwear;Pants;Tops;Hats & Handbags;Jeans;Skirts & Dresses,6,80,False,False,,False,False,,0,False,False,False,browsed
Wednesday,39,male,senior,13:33,14:18,45,Underwear;Tops,2,12,False,False,,False,False,,0,False,False,False,browsed
Wednesday,40,female,adult,13:38,16:20,162,Tops;Underwear;Skirts & Dresses;Jeans;Stockings,5,82,False,False,,False,True,2,2,False,True,True,purchased
Wednesday,41,female,senior,13:41,14:29,48,Tops;Skirts & Dresses;Hats & Handbags,3,27,False,False,,False,False,,0,False,False,False,browsed
Wednesday,42,female,young,13:42,16:04,142,Stockings;Underwear;Jeans;Hats & Handbags;Pants;Skirts & Dresses;Tops,7,84,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,43,female,young,13:47,15:02,75,Jeans;Hats & Handbags;Skirts & Dresses;Tops,4,30,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,44,male,adult,13:54,14:32,38,Jeans;Underwear;Tops,3,17,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,45,male,adult,13:55,14:35,40,Hats & Handbags;Underwear,2,9,False,False,,False,False,,0,False,False,False,browsed
Wednesday,46,female,adult,13:58,15:16,78,Skirts & Dresses;Tops;Jeans,3,21,True,True,0,False,True,2,1,False,True,True,purchased
Wednesday,47,female,senior,14:23,16:14,111,Hats & Handbags;Skirts & Dresses;Tops;Stockings;Pants;Jeans,6,64,False,False,,False,False,,0,False,False,False,browsed
Wednesday,48,female,young,14:40,15:56,76,Underwear;Skirts & Dresses;Jeans,3,46,False,False,,False,False,,0,False,False,False,browsed
Wednesday,49,female,adult,14:57,18:29,212,Stockings;Underwear;Pants;Skirts & Dresses;Tops;Hats & Handbags;Jeans,7,103,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,50,male,adult,15:13,15:34,21,Tops,1,4,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,51,female,adult,15:22,17:05,103,Underwear;Tops;Stockings;Pants,4,35,True,True,0,False,True,1,0,False,True,True,purchased
Wednesday,52,male,adult,15:29,16:37,68,Hats & Handbags;Stockings;Tops,3,19,False,False,,False,True,2,1,True,False,False,queued
Wednesday,53,male,senior,15:30,16:30,60,Skirts & Dresses;Underwear,2,12,False,False,,False,True,2,2,False,True,True,purchased
Wednesday,54,female,adult,15:34,15:45,11,Hats & Handbags,1,6,False,False,,False,False,,0,False,False,False,browsed
Wednesday,55,male,adult,15:36,16:39,63,Pants;Stockings;Jeans,3,21,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,56,male,adult,15:40,16:52,72,Hats & Handbags;Stockings;Jeans,3,22,False,False,,False,True,2,3,True,False,False,queued
Wednesday,57,female,young,15:46,17:28,102,Pants;Stockings;Underwear,3,46,True,True,0,False,True,2,9,False,True,True,purchased
Wednesday,58,female,young,15:47,16:09,22,Underwear;Tops,2,8,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,59,female,adult,15:48,16:56,68,Underwear;Jeans,2,12,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,60,male,young,15:50,16:52,62,Underwear;Jeans;Tops;Hats & Handbags,4,28,False,False,,False,True,2,1,False,True,True,purchased
Wednesday,61,female,young,15:51,17:06,75,Hats & Handbags;Underwear;Pants,3,31,True,True,0,False,True,2,0,True,False,False,queued
Wednesday,62,female,senior,15:53,18:12,139,Skirts & Dresses;Underwear;Hats & Handbags;Pants;Stockings;Tops,6,59,False,False,,False,False,,0,False,False,False,browsed
Wednesday,63,female,young,15:56,18:50,174,Underwear;Tops;Jeans;Skirts & Dresses;Stockings;Pants;Hats & Handbags,7,107,True,True,0,False,False,,0,False,False,False,used_fitting
Wednesday,64,male,senior,15:57,17:14,77,Tops;Stockings;Hats & Handbags;Pants,4,20,False,False,,False,True,1,0,False,True,True,purchased
Wednesday,65,female,adult,15:58,18:15,137,Tops;Hats & Handbags;Pants;Skirts & Dresses;Stockings,5,79,True,True,0,False,False,,0,False,False,False,used_fitting
