timestamp,shopper_id,action,row,col,details
11:06,3,AT_CHECKOUT,b,7,
11:06,4,EXITED,h,8,
11:06,5,MOVING,c,4,
11:06,6,BROWSING,e,6,Pants
11:06,7,BROWSING,g,10,Tops
11:06,8,PAUSED,f,7,
11:06,9,MOVING,e,8,
11:07,1,PAUSED,b,13,
11:07,2,BROWSING,d,3,Stockings
11:07,3,CHECKOUT_COMPLETED,b,7,
11:07,5,MOVING,b,4,
11:07,6,BROWSING,e,6,Pants
11:07,7,BROWSING,g,10,Tops
11:07,8,PAUSED,f,7,
11:07,9,MOVING,e,11,
11:08,1,PAUSED,b,13,
11:08,2,BROWSING,d,3,Stockings
11:08,3,MOVING,b,8,
11:08,5,MOVING,b,5,
11:08,6,BROWSING,e,6,Pants
11:08,7,BROWSING,g,10,Tops
11:08,8,PAUSED,f,7,
11:08,9,PAUSED,e,11,
11:09,1,ARRIVED_SECTION,c,13,Hats & Handbags
11:09,2,BROWSING,d,3,Stockings
11:09,3,MOVING,b,9,
11:09,5,MOVING,b,6,
11:09,7,BROWSING,g,10,Tops
11:09,8,PAUSED,f,7,
11:09,9,PAUSED,e,11,
11:10,10,ENTERED,h,8,gender~female age~senior
11:10,1,BROWSING,c,13,Hats & Handbags
11:10,2,BROWSING,d,3,Stockings
11:10,3,MOVING,c,9,
11:10,5,MOVING,b,7,
11:10,6,MOVING,c,6,
11:10,7,BROWSING,g,10,Tops
11:10,8,ARRIVED_SECTION,f,6,Pants
11:10,9,ARRIVED_SECTION,d,13,Hats & Handbags
11:10,10,MOVING,g,8,
11:11,1,BROWSING,c,13,Hats & Handbags
11:11,2,BROWSING,d,3,Stockings
11:11,3,MOVING,d,9,
11:11,5,JOINED_QUEUE,b,8,position #1
11:11,6,PAUSED,c,6,
11:11,7,BROWSING,g,10,Tops
11:11,8,BROWSING,f,6,Pants
11:11,9,BROWSING,d,13,Hats & Handbags
11:11,10,MOVING,f,8,
11:12,5,REACHED_COUNTER,b,7,
11:12,1,BROWSING,c,13,Hats & Handbags
11:12,2,BROWSING,d,3,Stockings
11:12,3,MOVING,e,9,
11:12,5,AT_CHECKOUT,b,7,
11:12,6,PAUSED,c,6,
11:12,7,BROWSING,g,10,Tops
11:12,8,BROWSING,f,6,Pants
11:12,9,BROWSING,d,13,Hats & Handbags
11:12,10,MOVING,e,8,
11:13,11,ENTERED,h,8,gender~male age~young
11:13,1,BROWSING,c,13,Hats & Handbags
11:13,3,MOVING,f,9,
11:13,5,AT_CHECKOUT,b,7,
11:13,6,PAUSED,c,6,
11:13,7,BROWSING,g,10,Tops
11:13,8,BROWSING,f,6,Pants
11:13,9,BROWSING,d,13,Hats & Handbags
11:13,10,MOVING,e,9,
11:13,11,MOVING,h,11,
11:14,1,BROWSING,c,13,Hats & Handbags
11:14,2,MOVING,c,3,
11:14,3,MOVING,g,9,
11:14,5,AT_CHECKOUT,b,7,
11:14,6,PAUSED,c,6,
11:14,8,BROWSING,f,6,Pants
11:14,10,MOVING,e,10,
11:14,11,ARRIVED_SECTION,h,13,Skirts & Dresses
11:15,1,BROWSING,c,13,Hats & Handbags
11:15,2,ARRIVED_SECTION,b,3,Underwear
11:15,3,MOVING,h,9,
11:15,5,AT_CHECKOUT,b,7,
11:15,6,MOVING,b,5,
11:15,7,MOVING,f,10,
11:15,8,BROWSING,f,6,Pants
11:15,9,MOVING,b,12,
11:15,10,MOVING,e,11,
11:15,11,BROWSING,h,13,Skirts & Dresses
11:16,1,BROWSING,c,13,Hats & Handbags
11:16,2,BROWSING,b,3,Underwear
11:16,3,EXITED,h,8,
11:16,5,AT_CHECKOUT,b,7,
11:16,6,MOVING,c,4,
11:16,7,MOVING,e,10,
11:16,8,BROWSING,f,6,Pants
11:16,9,MOVING,b,9,
11:16,10,PAUSED,e,11,
11:16,11,BROWSING,h,13,Skirts & Dresses
11:17,1,BROWSING,c,13,Hats & Handbags
11:17,2,BROWSING,b,3,Underwear
11:17,5,CHECKOUT_COMPLETED,b,7,
11:17,6,ARRIVED_SECTION,c,3,Stockings
11:17,7,MOVING,d,10,
11:17,8,BROWSING,f,6,Pants
11:17,9,MOVING,b,6,
11:17,10,PAUSED,e,11,
11:17,11,BROWSING,h,13,Skirts & Dresses
11:18,2,BROWSING,b,3,Underwear
11:18,5,MOVING,b,8,
11:18,6,BROWSING,c,3,Stockings
11:18,7,MOVING,c,10,
11:18,8,BROWSING,f,6,Pants
11:18,9,MOVING,c,4,
11:18,10,PAUSED,e,11,
11:19,1,MOVING,b,13,
11:19,2,BROWSING,b,3,Underwear
11:19,5,MOVING,b,9,
11:19,6,BROWSING,c,3,Stockings
11:19,7,MOVING,b,10,
11:19,8,BROWSING,f,6,Pants
11:19,9,ARRIVED_SECTION,c,3,Stockings
11:19,10,PAUSED,e,11,
11:19,11,MOVING,e,13,
11:20,12,ENTERED,h,8,gender~female age~senior
11:20,1,MOVING,b,12,
11:20,2,BROWSING,b,3,Underwear
11:20,5,MOVING,c,9,
11:20,6,BROWSING,c,3,Stockings
11:20,7,MOVING,b,9,
11:20,8,BROWSING,f,6,Pants
11:20,9,BROWSING,c,3,Stockings
11:20,10,MOVING,e,12,
11:20,11,ARRIVED_SECTION,d,13,Hats & Handbags
11:20,12,MOVING,g,8,
11:21,13,ENTERED,h,8,gender~male age~adult
11:21,1,PAUSED,b,12,
11:21,2,BROWSING,b,3,Underwear
11:21,5,MOVING,d,9,
11:21,6,BROWSING,c,3,Stockings
11:21,7,MOVING,b,8,
11:21,8,BROWSING,f,6,Pants
11:21,9,BROWSING,c,3,Stockings
11:21,10,MOVING,e,13,
11:21,11,BROWSING,d,13,Hats & Handbags
11:21,12,MOVING,f,8,
11:21,13,MOVING,g,8,
11:22,1,PAUSED,b,12,
11:22,2,BROWSING,b,3,Underwear
11:22,5,MOVING,e,9,
11:22,6,BROWSING,c,3,Stockings
11:22,7,MOVING,b,7,
11:22,8,BROWSING,f,6,Pants
11:22,9,BROWSING,c,3,Stockings
11:22,10,ARRIVED_SECTION,d,13,Hats & Handbags
11:22,11,BROWSING,d,13,Hats & Handbags
11:22,12,PAUSED,f,8,
11:22,13,MOVING,f,8,
11:23,1,PAUSED,b,12,
11:23,2,BROWSING,b,3,Underwear
11:23,5,MOVING,f,9,
11:23,6,BROWSING,c,3,Stockings
11:23,7,MOVING,b,6,
11:23,8,BROWSING,f,6,Pants
11:23,9,BROWSING,c,3,Stockings
11:23,10,BROWSING,d,13,Hats & Handbags
11:23,11,BROWSING,d,13,Hats & Handbags
11:23,12,PAUSED,f,8,
11:23,13,MOVING,e,8,
11:24,1,MOVING,b,11,
11:24,2,BROWSING,b,3,Underwear
11:24,5,MOVING,g,9,
11:24,7,MOVING,b,5,
11:24,8,BROWSING,f,6,Pants
11:24,9,BROWSING,c,3,Stockings
11:24,10,BROWSING,d,13,Hats & Handbags
11:24,11,BROWSING,d,13,Hats & Handbags
11:24,12,MOVING,e,8,
11:24,13,MOVING,e,9,
11:25,1,MOVING,b,10,
11:25,2,BROWSING,b,3,Underwear
11:25,5,MOVING,h,9,
11:25,6,MOVING,e,3,
11:25,7,MOVING,b,4,
11:25,8,BROWSING,f,6,Pants
11:25,9,BROWSING,c,3,Stockings
11:25,10,BROWSING,d,13,Hats & Handbags
11:25,11,BROWSING,d,13,Hats & Handbags
11:25,12,MOVING,e,9,
11:25,13,MOVING,e,10,
11:26,14,ENTERED,h,8,gender~female age~adult
11:26,1,MOVING,b,9,
11:26,2,BROWSING,b,3,Underwear
11:26,5,EXITED,h,8,
11:26,6,ARRIVED_SECTION,g,3,Jeans
11:26,7,ARRIVED_SECTION,b,3,Underwear
11:26,9,BROWSING,c,3,Stockings
11:26,10,BROWSING,d,13,Hats & Handbags
11:26,11,BROWSING,d,13,Hats & Handbags
11:26,12,MOVING,e,10,
11:26,13,PAUSED,e,10,
11:26,14,MOVING,f,8,
11:27,1,MOVING,b,8,
11:27,6,BROWSING,g,3,Jeans
11:27,7,BROWSING,b,3,Underwear
11:27,8,MOVING,c,6,
11:27,10,BROWSING,d,13,Hats & Handbags
11:27,11,BROWSING,d,13,Hats & Handbags
11:27,12,PAUSED,e,10,
11:27,13,PAUSED,e,10,
11:27,14,ARRIVED_SECTION,f,6,Pants
11:28,1,MOVING,b,7,
11:28,2,MOVING,c,3,
11:28,6,BROWSING,g,3,Jeans
11:28,7,BROWSING,b,3,Underwear
11:28,8,MOVING,b,4,
11:28,9,MOVING,b,5,
11:28,10,BROWSING,d,13,Hats & Handbags
11:28,12,PAUSED,e,10,
11:28,13,PAUSED,e,10,
11:28,14,BROWSING,f,6,Pants
11:29,1,MOVING,b,6,
11:29,2,MOVING,d,3,
11:29,6,BROWSING,g,3,Jeans
11:29,7,BROWSING,b,3,Underwear
11:29,8,ARRIVED_SECTION,b,3,Underwear
11:29,9,MOVING,d,6,
11:29,10,BROWSING,d,13,Hats & Handbags
11:29,11,MOVING,b,12,
11:29,12,PAUSED,e,10,
11:29,13,MOVING,e,11,
11:29,14,BROWSING,f,6,Pants
11:30,1,MOVING,b,5,
11:30,2,MOVING,e,3,
11:30,6,BROWSING,g,3,Jeans
11:30,7,BROWSING,b,3,Underwear
11:30,8,BROWSING,b,3,Underwear
11:30,9,MOVING,e,8,
11:30,11,MOVING,b,9,
11:30,12,PAUSED,e,10,
11:30,13,MOVING,e,12,
11:30,14,BROWSING,f,6,Pants
11:31,15,ENTERED,h,8,gender~female age~adult
11:31,1,MOVING,b,4,
11:31,2,MOVING,f,3,
11:31,6,BROWSING,g,3,Jeans
11:31,7,BROWSING,b,3,Underwear
11:31,8,BROWSING,b,3,Underwear
11:31,9,MOVING,e,11,
11:31,10,MOVING,c,13,
11:31,11,MOVING,b,6,
11:31,12,MOVING,e,11,
11:31,13,MOVING,e,13,
11:31,14,BROWSING,f,6,Pants
11:31,15,PAUSED,h,8,
11:32,16,ENTERED,h,8,gender~female age~young
11:32,1,ARRIVED_SECTION,b,3,Underwear
11:32,2,ARRIVED_SECTION,g,3,Jeans
11:32,6,BROWSING,g,3,Jeans
11:32,8,BROWSING,b,3,Underwear
11:32,9,ARRIVED_SECTION,f,13,Skirts & Dresses
11:32,10,MOVING,b,13,
11:32,11,MOVING,c,4,
11:32,12,MOVING,e,12,
11:32,13,ARRIVED_SECTION,d,13,Hats & Handbags
11:32,15,PAUSED,h,8,
11:32,16,MOVING,f,8,
11:33,17,ENTERED,h,8,gender~female age~senior
11:33,1,BROWSING,b,3,Underwear
11:33,2,BROWSING,g,3,Jeans
11:33,6,BROWSING,g,3,Jeans
11:33,7,MOVING,b,4,
11:33,8,BROWSING,b,3,Underwear
11:33,9,BROWSING,f,13,Skirts & Dresses
11:33,10,MOVING,b,12,
11:33,11,PAUSED,c,4,
11:33,12,MOVING,e,13,
11:33,13,BROWSING,d,13,Hats & Handbags
11:33,14,MOVING,g,5,
11:33,15,PAUSED,h,8,
11:33,16,MOVING,e,9,
11:33,17,MOVING,g,8,
11:34,1,BROWSING,b,3,Underwear
11:34,2,BROWSING,g,3,Jeans
11:34,6,BROWSING,g,3,Jeans
11:34,7,MOVING,b,5,
11:34,8,BROWSING,b,3,Underwear
11:34,9,BROWSING,f,13,Skirts & Dresses
11:34,10,MOVING,b,11,
11:34,11,PAUSED,c,4,
11:34,12,ARRIVED_SECTION,d,13,Hats & Handbags
11:34,13,BROWSING,d,13,Hats & Handbags
11:34,14,MOVING,f,4,
11:34,15,PAUSED,h,8,
11:34,16,MOVING,e,11,
11:34,17,MOVING,g,7,
11:35,1,BROWSING,b,3,Underwear
11:35,2,BROWSING,g,3,Jeans
11:35,6,BROWSING,g,3,Jeans
11:35,7,MOVING,b,6,
11:35,8,BROWSING,b,3,Underwear
11:35,9,BROWSING,f,13,Skirts & Dresses
11:35,10,MOVING,b,10,
11:35,11,PAUSED,c,4,
11:35,12,BROWSING,d,13,Hats & Handbags
11:35,13,BROWSING,d,13,Hats & Handbags
11:35,14,MOVING,d,4,
11:35,15,MOVING,g,8,
11:35,16,MOVING,e,13,
11:35,17,MOVING,g,6,
11:36,1,BROWSING,b,3,Underwear
11:36,2,BROWSING,g,3,Jeans
11:36,6,BROWSING,g,3,Jeans
11:36,7,MOVING,b,7,
11:36,8,BROWSING,b,3,Underwear
11:36,10,MOVING,b,9,
11:36,11,PAUSED,c,4,
11:36,12,BROWSING,d,13,Hats & Handbags
11:36,13,BROWSING,d,13,Hats & Handbags
11:36,14,ARRIVED_SECTION,d,3,Stockings
11:36,15,MOVING,f,8,
11:36,16,ARRIVED_SECTION,d,13,Hats & Handbags
11:36,17,MOVING,g,5,
11:37,1,BROWSING,b,3,Underwear
11:37,2,BROWSING,g,3,Jeans
11:37,6,BROWSING,g,3,Jeans
11:37,7,MOVING,b,8,
11:37,8,BROWSING,b,3,Underwear
11:37,9,MOVING,c,13,
11:37,10,MOVING,b,8,
11:37,11,ARRIVED_SECTION,c,3,Stockings
11:37,12,BROWSING,d,13,Hats & Handbags
11:37,13,BROWSING,d,13,Hats & Handbags
11:37,14,BROWSING,d,3,Stockings
11:37,15,MOVING,f,7,
11:37,16,BROWSING,d,13,Hats & Handbags
11:37,17,MOVING,g,4,
11:38,18,ENTERED,h,8,gender~female age~adult
11:38,1,BROWSING,b,3,Underwear
11:38,2,BROWSING,g,3,Jeans
11:38,7,MOVING,b,9,
11:38,8,BROWSING,b,3,Underwear
11:38,9,MOVING,b,11,
11:38,10,MOVING,b,7,
11:38,11,BROWSING,c,3,Stockings
11:38,12,BROWSING,d,13,Hats & Handbags
11:38,13,BROWSING,d,13,Hats & Handbags
11:38,14,BROWSING,d,3,Stockings
11:38,15,ARRIVED_SECTION,f,6,Pants
11:38,16,BROWSING,d,13,Hats & Handbags
11:38,17,MOVING,f,4,
11:38,18,MOVING,g,8,
11:39,1,BROWSING,b,3,Underwear
11:39,2,BROWSING,g,3,Jeans
11:39,6,MOVING,g,5,
11:39,7,MOVING,b,10,
11:39,8,BROWSING,b,3,Underwear
11:39,9,JOINED_QUEUE,b,8,position #1
11:39,10,MOVING,b,6,
11:39,11,BROWSING,c,3,Stockings
11:39,12,BROWSING,d,13,Hats & Handbags
11:39,13,BROWSING,d,13,Hats & Handbags
11:39,14,BROWSING,d,3,Stockings
11:39,15,BROWSING,f,6,Pants
11:39,16,BROWSING,d,13,Hats & Handbags
11:39,17,MOVING,e,4,
11:39,18,MOVING,g,7,
11:40,9,REACHED_COUNTER,b,7,
11:40,1,BROWSING,b,3,Underwear
11:40,2,BROWSING,g,3,Jeans
11:40,6,MOVING,g,7,
11:40,7,MOVING,b,11,
11:40,8,BROWSING,b,3,Underwear
11:40,9,AT_CHECKOUT,b,7,
11:40,10,MOVING,b,5,
11:40,11,BROWSING,c,3,Stockings
11:40,12,BROWSING,d,13,Hats & Handbags
11:40,14,BROWSING,d,3,Stockings
11:40,15,BROWSING,f,6,Pants
11:40,16,BROWSING,d,13,Hats & Handbags
11:40,17,MOVING,d,4,
11:40,18,MOVING,g,6,
11:41,1,BROWSING,b,3,Underwear
11:41,2,BROWSING,g,3,Jeans
11:41,6,MOVING,g,9,
11:41,7,MOVING,b,12,
11:41,8,BROWSING,b,3,Underwear
11:41,9,AT_CHECKOUT,b,7,
11:41,10,MOVING,b,4,
11:41,11,BROWSING,c,3,Stockings
11:41,12,BROWSING,d,13,Hats & Handbags
11:41,13,MOVING,e,13,
11:41,14,BROWSING,d,3,Stockings
11:41,15,BROWSING,f,6,Pants
11:41,16,BROWSING,d,13,Hats & Handbags
11:41,17,ARRIVED_SECTION,d,3,Stockings
11:41,18,MOVING,g,5,
11:42,1,BROWSING,b,3,Underwear
11:42,2,BROWSING,g,3,Jeans
11:42,6,ARRIVED_SECTION,g,10,Tops
11:42,7,MOVING,b,13,
11:42,8,BROWSING,b,3,Underwear
11:42,9,AT_CHECKOUT,b,7,
11:42,10,MOVING,c,4,
11:42,12,BROWSING,d,13,Hats & Handbags
11:42,13,MOVING,e,12,
11:42,14,BROWSING,d,3,Stockings
11:42,15,BROWSING,f,6,Pants
11:42,16,BROWSING,d,13,Hats & Handbags
11:42,17,BROWSING,d,3,Stockings
11:42,18,MOVING,g,4,
11:43,1,BROWSING,b,3,Underwear
11:43,2,BROWSING,g,3,Jeans
11:43,6,BROWSING,g,10,Tops
11:43,7,ARRIVED_SECTION,c,13,Hats & Handbags
11:43,9,AT_CHECKOUT,b,7,
11:43,10,ARRIVED_SECTION,c,3,Stockings
11:43,11,MOVING,b,5,
11:43,12,BROWSING,d,13,Hats & Handbags
11:43,13,PAUSED,e,12,
11:43,14,BROWSING,d,3,Stockings
11:43,15,BROWSING,f,6,Pants
11:43,16,BROWSING,d,13,Hats & Handbags
11:43,17,BROWSING,d,3,Stockings
11:43,18,MOVING,f,4,
11:44,1,BROWSING,b,3,Underwear
11:44,2,BROWSING,g,3,Jeans
11:44,6,BROWSING,g,10,Tops
11:44,7,BROWSING,c,13,Hats & Handbags
11:44,8,PAUSED,b,3,
11:44,9,AT_CHECKOUT,b,7,
11:44,10,BROWSING,c,3,Stockings
11:44,11,JOINED_QUEUE,b,8,position #2
11:44,12,BROWSING,d,13,Hats & Handbags
11:44,13,PAUSED,e,12,
11:44,14,BROWSING,d,3,Stockings
11:44,15,BROWSING,f,6,Pants
11:44,16,BROWSING,d,13,Hats & Handbags
11:44,17,BROWSING,d,3,Stockings
11:44,18,MOVING,e,4,
11:45,1,BROWSING,b,3,Underwear
11:45,2,BROWSING,g,3,Jeans
11:45,6,BROWSING,g,10,Tops
11:45,7,BROWSING,c,13,Hats & Handbags
11:45,8,PAUSED,b,3,
11:45,9,AT_CHECKOUT,b,7,
11:45,10,BROWSING,c,3,Stockings
11:45,11,IN_QUEUE,b,8,position #2
11:45,12,BROWSING,d,13,Hats & Handbags
11:45,13,MOVING,e,11,
11:45,14,BROWSING,d,3,Stockings
11:45,15,BROWSING,f,6,Pants
11:45,16,BROWSING,d,13,Hats & Handbags
11:45,17,BROWSING,d,3,Stockings
11:45,18,MOVING,d,4,
11:46,1,BROWSING,b,3,Underwear
11:46,6,BROWSING,g,10,Tops
11:46,7,BROWSING,c,13,Hats & Handbags
11:46,8,MOVING,b,6,
11:46,9,CHECKOUT_COMPLETED,b,7,
11:46,10,BROWSING,c,3,Stockings
11:46,11,IN_QUEUE,b,8,position #1
11:46,12,BROWSING,d,13,Hats & Handbags
11:46,13,MOVING,e,10,
