timestamp,shopper_id,action,row,col,details
11:16,1,BROWSING,c,13,Hats & Handbags
11:16,2,BROWSING,b,3,Underwear
11:16,3,EXITED,h,8,
11:16,5,MOVING,a,8,→ fitting room
11:16,6,PAUSED,c,4,→ Stockings
11:16,7,MOVING,e,10,→ Underwear
11:16,8,PAUSED,d,6,→ Underwear
11:16,9,MOVING,f,8,→ Hats & Handbags
11:16,10,MOVING,h,7,→ Jeans
11:17,1,BROWSING,c,13,Hats & Handbags
11:17,2,BROWSING,b,3,Underwear
11:17,5,MOVING,a,9,→ fitting room
11:17,6,ARRIVED_SECTION,c,3,Stockings
11:17,7,MOVING,d,10,→ Underwear
11:17,8,PAUSED,d,6,→ Underwear
11:17,9,MOVING,e,8,→ Hats & Handbags
11:17,10,MOVING,h,6,→ Jeans
11:18,1,BROWSING,c,13,Hats & Handbags
11:18,2,BROWSING,b,3,Underwear
11:18,5,MOVING,a,10,→ fitting room
11:18,6,BROWSING,c,3,Stockings
11:18,7,MOVING,c,10,→ Underwear
11:18,8,PAUSED,d,6,→ Underwear
11:18,9,MOVING,e,9,→ Hats & Handbags
11:18,10,MOVING,h,5,→ Jeans
11:19,1,BROWSING,c,13,Hats & Handbags
11:19,2,BROWSING,b,3,Underwear
11:19,5,MOVING,a,11,→ fitting room
11:19,6,BROWSING,c,3,Stockings
11:19,7,MOVING,b,10,→ Underwear
11:19,8,PAUSED,d,6,→ Underwear
11:19,9,MOVING,e,10,→ Hats & Handbags
11:19,10,MOVING,h,4,→ Jeans
11:20,1,BROWSING,c,13,Hats & Handbags
11:20,2,BROWSING,b,3,Underwear
11:20,5,ARRIVED_FITTING_AREA,a,12,1 item(s)
11:20,6,BROWSING,c,3,Stockings
11:20,7,MOVING,b,9,→ Underwear
11:20,8,PAUSED,d,6,→ Underwear
11:20,9,MOVING,e,11,→ Hats & Handbags
11:20,10,ARRIVED_SECTION,h,3,Jeans
11:21,1,BROWSING,c,13,Hats & Handbags
11:21,2,BROWSING,b,3,Underwear
11:21,5,ENTERED_FITTING,a,12,"1 item(s) to try on, waited 0 ticks"
11:21,6,BROWSING,c,3,Stockings
11:21,7,MOVING,b,8,→ Underwear
11:21,8,PAUSED,d,6,→ Underwear
11:21,9,MOVING,e,12,→ Hats & Handbags
11:21,10,BROWSING,h,3,Jeans
11:22,11,ENTERED,h,8,"profile=regular gender=female age=adult speed=1 plan=[Pants, Tops, Skirts & Dresses, Underwear]"
11:22,1,NO_PICK,c,13,Hats & Handbags
11:22,2,BROWSING,b,3,Underwear
11:22,5,IN_FITTING,a,12,1/11 min
11:22,6,BROWSING,c,3,Stockings
11:22,7,MOVING,b,7,→ Underwear
11:22,8,MOVING,b,5,→ Underwear
11:22,9,MOVING,e,13,→ Hats & Handbags
11:22,10,BROWSING,h,3,Jeans
11:22,11,MOVING,g,8,→ Pants
11:23,1,MOVING,b,13,→ Underwear
11:23,2,BROWSING,b,3,Underwear
11:23,5,IN_FITTING,a,12,2/11 min
11:23,6,BROWSING,c,3,Stockings
11:23,7,MOVING,b,6,→ Underwear
11:23,8,ARRIVED_SECTION,b,3,Underwear
11:23,9,ARRIVED_SECTION,d,13,Hats & Handbags
11:23,10,BROWSING,h,3,Jeans
11:23,11,MOVING,f,8,→ Pants
11:24,1,MOVING,b,12,→ Underwear
11:24,2,BROWSING,b,3,Underwear
11:24,5,IN_FITTING,a,12,3/11 min
11:24,6,PUT_BACK_SHELF,c,3,Stockings
11:24,7,MOVING,b,5,→ Underwear
11:24,8,BROWSING,b,3,Underwear
11:24,9,BROWSING,d,13,Hats & Handbags
11:24,10,BROWSING,h,3,Jeans
11:24,11,MOVING,f,7,→ Pants
11:25,1,MOVING,b,11,→ Underwear
11:25,2,BROWSING,b,3,Underwear
11:25,5,IN_FITTING,a,12,4/11 min
11:25,6,MOVING,e,3,→ Jeans
11:25,7,MOVING,b,4,→ Underwear
11:25,8,BROWSING,b,3,Underwear
11:25,9,BROWSING,d,13,Hats & Handbags
11:25,10,BROWSING,h,3,Jeans
11:25,11,ARRIVED_SECTION,f,6,Pants
11:26,1,MOVING,b,10,→ Underwear
11:26,2,BROWSING,b,3,Underwear
11:26,5,IN_FITTING,a,12,5/11 min
11:26,6,ARRIVED_SECTION,g,3,Jeans
11:26,7,ARRIVED_SECTION,b,3,Underwear
11:26,8,BROWSING,b,3,Underwear
11:26,9,BROWSING,d,13,Hats & Handbags
11:26,10,PICKED_ITEM,h,3,Jeans
11:26,11,BROWSING,f,6,Pants
11:27,1,PAUSED,b,10,→ Underwear
11:27,2,BROWSING,b,3,Underwear
11:27,5,IN_FITTING,a,12,6/11 min
11:27,6,BROWSING,g,3,Jeans
11:27,7,BROWSING,b,3,Underwear
11:27,8,BROWSING,b,3,Underwear
11:27,9,BROWSING,d,13,Hats & Handbags
11:27,10,MOVING,g,3,→ Pants
11:27,11,BROWSING,f,6,Pants
11:28,1,PAUSED,b,10,→ Underwear
11:28,2,BROWSING,b,3,Underwear
11:28,5,IN_FITTING,a,12,7/11 min
11:28,6,BROWSING,g,3,Jeans
11:28,7,BROWSING,b,3,Underwear
11:28,8,BROWSING,b,3,Underwear
11:28,9,BROWSING,d,13,Hats & Handbags
11:28,10,MOVING,f,3,→ Pants
11:28,11,BROWSING,f,6,Pants
11:29,1,MOVING,b,9,→ Underwear
11:29,2,BROWSING,b,3,Underwear
11:29,5,IN_FITTING,a,12,8/11 min
11:29,6,BROWSING,g,3,Jeans
11:29,7,BROWSING,b,3,Underwear
11:29,8,BROWSING,b,3,Underwear
11:29,9,NO_PICK,d,13,Hats & Handbags
11:29,10,ARRIVED_SECTION,f,4,Pants
11:29,11,BROWSING,f,6,Pants
11:30,1,MOVING,b,8,→ Underwear
11:30,2,BROWSING,b,3,Underwear
11:30,5,IN_FITTING,a,12,9/11 min
11:30,6,BROWSING,g,3,Jeans
11:30,7,BROWSING,b,3,Underwear
11:30,8,BROWSING,b,3,Underwear
11:30,9,MOVING,c,13,→ Stockings
11:30,10,BROWSING,f,4,Pants
11:30,11,BROWSING,f,6,Pants
11:31,12,ENTERED,h,8,"profile=regular gender=male age=young speed=3 plan=[Hats & Handbags, Stockings]"
11:31,1,MOVING,b,7,→ Underwear
11:31,2,BROWSING,b,3,Underwear
11:31,5,IN_FITTING,a,12,10/11 min
11:31,6,BROWSING,g,3,Jeans
11:31,7,BROWSING,b,3,Underwear
11:31,8,PICKED_ITEM,b,3,Underwear
11:31,9,MOVING,b,13,→ Stockings
11:31,10,BROWSING,f,4,Pants
11:31,11,BROWSING,f,6,Pants
11:31,12,MOVING,e,8,→ Hats & Handbags
11:32,1,MOVING,b,6,→ Underwear
11:32,2,BROWSING,b,3,Underwear
11:32,5,LEFT_FITTING,a,12,returned_to_shelf=1
11:32,5,HEADING,a,12,exit
11:32,6,BROWSING,g,3,Jeans
11:32,7,BROWSING,b,3,Underwear
11:32,8,MOVING,b,6,→ Tops
11:32,9,MOVING,b,12,→ Stockings
11:32,10,BROWSING,f,4,Pants
11:32,11,PICKED_ITEM,f,6,Pants
11:32,12,MOVING,e,11,→ Hats & Handbags
11:33,1,MOVING,b,5,→ Underwear
11:33,2,BROWSING,b,3,Underwear
11:33,5,MOVING,b,12,→ exit
11:33,6,BROWSING,g,3,Jeans
11:33,7,NO_PICK,b,3,Underwear
11:33,8,MOVING,b,9,→ Tops
11:33,9,MOVING,b,11,→ Stockings
11:33,10,BROWSING,f,4,Pants
11:33,11,MOVING,f,7,→ Tops
11:33,12,ARRIVED_SECTION,d,13,Hats & Handbags
11:34,1,MOVING,b,4,→ Underwear
11:34,2,BROWSING,b,3,Underwear
11:34,5,MOVING,b,11,→ exit
11:34,6,BROWSING,g,3,Jeans
11:34,7,MOVING,b,4,→ Hats & Handbags
11:34,8,ARRIVED_SECTION,c,10,Tops
11:34,9,MOVING,b,10,→ Stockings
11:34,10,BROWSING,f,4,Pants
11:34,11,MOVING,f,8,→ Tops
11:34,12,BROWSING,d,13,Hats & Handbags
11:35,13,ENTERED,h,8,"profile=browser gender=male age=adult speed=1 plan=[Pants, Skirts & Dresses, Underwear, Jeans, Hats & Handbags, Tops]"
11:35,1,ARRIVED_SECTION,b,3,Underwear
11:35,2,BROWSING,b,3,Underwear
11:35,5,MOVING,b,10,→ exit
11:35,6,NO_PICK,g,3,Jeans
11:35,7,MOVING,b,5,→ Hats & Handbags
11:35,8,BROWSING,c,10,Tops
11:35,9,PAUSED,b,10,→ Stockings
11:35,10,BROWSING,f,4,Pants
11:35,11,MOVING,f,9,→ Tops
11:35,12,BROWSING,d,13,Hats & Handbags
11:35,13,PAUSED,h,8,→ Pants
11:36,1,BROWSING,b,3,Underwear
11:36,2,BROWSING,b,3,Underwear
11:36,5,MOVING,c,10,→ exit
11:36,6,MOVING,g,5,→ Tops
11:36,7,MOVING,b,6,→ Hats & Handbags
11:36,8,BROWSING,c,10,Tops
11:36,9,PAUSED,b,10,→ Stockings
11:36,10,BROWSING,f,4,Pants
11:36,11,ARRIVED_SECTION,f,10,Tops
11:36,12,BROWSING,d,13,Hats & Handbags
11:36,13,PAUSED,h,8,→ Pants
11:37,1,BROWSING,b,3,Underwear
11:37,2,BROWSING,b,3,Underwear
11:37,5,MOVING,d,10,→ exit
11:37,6,MOVING,g,7,→ Tops
11:37,7,MOVING,b,7,→ Hats & Handbags
11:37,8,BROWSING,c,10,Tops
11:37,9,PAUSED,b,10,→ Stockings
11:37,10,BROWSING,f,4,Pants
11:37,11,BROWSING,f,10,Tops
11:37,12,BROWSING,d,13,Hats & Handbags
11:37,13,PAUSED,h,8,→ Pants
11:38,1,BROWSING,b,3,Underwear
11:38,2,BROWSING,b,3,Underwear
11:38,5,MOVING,e,10,→ exit
11:38,6,MOVING,g,9,→ Tops
11:38,7,MOVING,b,8,→ Hats & Handbags
11:38,8,BROWSING,c,10,Tops
11:38,9,PAUSED,b,10,→ Stockings
11:38,10,BROWSING,f,4,Pants
11:38,11,BROWSING,f,10,Tops
11:38,12,BROWSING,d,13,Hats & Handbags
11:38,13,MOVING,g,8,→ Pants
11:39,1,BROWSING,b,3,Underwear
11:39,2,BROWSING,b,3,Underwear
11:39,5,MOVING,f,10,→ exit
11:39,6,ARRIVED_SECTION,g,10,Tops
11:39,7,MOVING,b,9,→ Hats & Handbags
11:39,8,PICKED_ITEM,c,10,Tops
11:39,9,MOVING,b,9,→ Stockings
11:39,10,BROWSING,f,4,Pants
11:39,11,BROWSING,f,10,Tops
11:39,12,BROWSING,d,13,Hats & Handbags
11:39,13,MOVING,f,8,→ Pants
11:40,1,BROWSING,b,3,Underwear
11:40,2,BROWSING,b,3,Underwear
11:40,5,MOVING,g,10,→ exit
11:40,6,BROWSING,g,10,Tops
11:40,7,MOVING,b,10,→ Hats & Handbags
11:40,8,MOVING,b,8,→ Stockings
11:40,9,MOVING,b,8,→ Stockings
11:40,10,NO_PICK,f,4,Pants
11:40,11,BROWSING,f,10,Tops
11:40,12,PICKED_ITEM,d,13,Hats & Handbags
11:40,13,MOVING,f,7,→ Pants
11:41,1,BROWSING,b,3,Underwear
11:41,2,PICKED_ITEM,b,3,Underwear
11:41,5,MOVING,h,10,→ exit
11:41,6,BROWSING,g,10,Tops
11:41,7,MOVING,b,11,→ Hats & Handbags
11:41,8,MOVING,b,5,→ Stockings
11:41,9,PAUSED,b,8,→ Stockings
11:41,10,MOVING,g,4,→ Hats & Handbags
11:41,11,BROWSING,f,10,Tops
11:41,12,MOVING,b,12,→ Stockings
11:41,13,PAUSED,f,7,→ Pants
11:42,1,BROWSING,b,3,Underwear
11:42,2,MOVING,c,3,→ Jeans
11:42,5,MOVING,h,9,→ exit
11:42,6,BROWSING,g,10,Tops
11:42,7,MOVING,b,12,→ Hats & Handbags
11:42,8,ARRIVED_SECTION,c,3,Stockings
11:42,9,PAUSED,b,8,→ Stockings
11:42,10,MOVING,g,5,→ Hats & Handbags
11:42,11,BROWSING,f,10,Tops
11:42,12,MOVING,b,9,→ Stockings
11:42,13,PAUSED,f,7,→ Pants
11:43,1,BROWSING,b,3,Underwear
11:43,2,MOVING,d,3,→ Jeans
11:43,5,EXITED,h,8,
