frame,time_s,label,conf,x1,y1,x2,y2,cx,cy,w,h,person_id
82,2.733,shopping bag,0.327,175.0,440.9,227.4,578.6,201.2,509.8,52.5,137.7,
83,2.767,shopping bag,0.33,175.0,440.9,227.5,578.6,201.2,509.8,52.5,137.7,
84,2.8,shopping bag,0.346,175.0,440.9,227.4,578.6,201.2,509.8,52.5,137.7,
85,2.833,shopping bag,0.352,175.0,440.9,227.4,578.6,201.2,509.8,52.5,137.7,
86,2.867,shopping bag,0.365,175.0,440.9,227.4,578.6,201.2,509.8,52.5,137.7,
87,2.9,shopping bag,0.348,175.0,440.9,227.4,578.6,201.2,509.8,52.5,137.7,
88,2.933,shopping bag,0.324,175.0,440.9,227.4,578.6,201.2,509.8,52.5,137.7,
89,2.967,shopping bag,0.312,175.0,440.9,227.6,578.7,201.3,509.8,52.6,137.8,
90,3.0,shopping bag,0.315,174.9,440.9,227.5,578.7,201.2,509.8,52.5,137.8,
91,3.033,shopping bag,0.288,175.0,440.9,227.5,578.7,201.2,509.8,52.5,137.8,
92,3.067,shopping bag,0.295,175.0,440.9,227.6,578.8,201.3,509.8,52.6,137.9,
93,3.1,shopping bag,0.266,175.0,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
94,3.133,shopping bag,0.263,174.9,440.8,227.5,578.7,201.2,509.7,52.5,137.9,
95,3.167,shopping bag,0.262,174.9,440.8,227.5,578.7,201.2,509.7,52.5,137.9,
96,3.2,shopping bag,0.269,174.9,440.7,227.4,578.7,201.2,509.7,52.5,137.9,
97,3.233,shopping bag,0.259,175.0,440.7,227.4,578.7,201.2,509.7,52.5,138.0,
98,3.267,shopping bag,0.255,174.9,440.7,227.4,578.7,201.2,509.7,52.5,138.0,
103,3.433,shopping bag,0.251,174.9,440.8,227.5,578.7,201.2,509.7,52.5,137.9,
104,3.467,shopping bag,0.265,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
105,3.5,shopping bag,0.286,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
106,3.533,shopping bag,0.287,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
107,3.567,shopping bag,0.261,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
108,3.6,shopping bag,0.261,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
109,3.633,shopping bag,0.266,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
110,3.667,shopping bag,0.259,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
111,3.7,shopping bag,0.266,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
112,3.733,shopping bag,0.269,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
113,3.767,shopping bag,0.268,174.9,440.8,227.5,578.7,201.2,509.7,52.6,137.9,
114,3.8,shopping bag,0.267,174.9,440.8,227.4,578.7,201.1,509.7,52.5,137.9,
115,3.833,shopping bag,0.271,174.9,440.8,227.2,578.7,201.0,509.7,52.3,137.8,
116,3.867,shopping bag,0.293,174.9,440.8,227.2,578.7,201.0,509.7,52.3,137.8,
117,3.9,shopping bag,0.293,174.9,440.8,227.2,578.7,201.0,509.7,52.3,137.9,
118,3.933,shopping bag,0.293,174.9,440.8,227.2,578.7,201.0,509.7,52.3,137.9,
119,3.967,shopping bag,0.337,174.8,440.8,227.3,578.6,201.1,509.7,52.4,137.8,
120,4.0,shopping bag,0.34,174.8,440.8,227.3,578.6,201.1,509.7,52.4,137.8,
121,4.033,shopping bag,0.374,174.9,440.8,227.4,578.6,201.2,509.7,52.5,137.8,
122,4.067,shopping bag,0.373,174.9,440.8,227.4,578.6,201.2,509.7,52.5,137.8,
123,4.1,shopping bag,0.364,174.8,440.8,227.5,578.7,201.1,509.7,52.8,137.9,
124,4.133,shopping bag,0.353,174.7,440.9,227.6,578.7,201.1,509.8,52.9,137.8,
125,4.167,shopping bag,0.358,174.7,440.9,227.6,578.7,201.1,509.8,52.9,137.8,
126,4.2,shopping bag,0.314,174.7,440.9,227.6,578.7,201.1,509.8,52.9,137.8,
127,4.233,shopping bag,0.314,174.7,440.9,227.6,578.7,201.1,509.8,52.8,137.8,
128,4.267,shopping bag,0.335,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
129,4.3,shopping bag,0.328,174.7,440.8,227.6,578.7,201.1,509.8,52.8,137.9,
130,4.333,shopping bag,0.328,174.7,440.8,227.6,578.7,201.1,509.8,52.8,137.9,
131,4.367,shopping bag,0.328,174.7,440.7,227.6,578.7,201.1,509.7,52.9,137.9,
132,4.4,shopping bag,0.34,174.7,440.7,227.6,578.7,201.1,509.7,52.8,138.0,
133,4.433,shopping bag,0.328,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
134,4.467,shopping bag,0.321,174.7,440.7,227.6,578.7,201.2,509.7,52.9,138.0,
135,4.5,shopping bag,0.307,174.7,440.7,227.6,578.7,201.2,509.7,52.9,137.9,
136,4.533,shopping bag,0.308,174.7,440.7,227.6,578.7,201.2,509.7,52.9,137.9,
137,4.567,shopping bag,0.326,174.7,440.7,227.6,578.7,201.2,509.7,52.9,137.9,
138,4.6,shopping bag,0.364,174.7,440.7,227.6,578.7,201.2,509.7,52.9,138.0,
139,4.633,shopping bag,0.347,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
140,4.667,shopping bag,0.353,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
141,4.7,shopping bag,0.348,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
142,4.733,shopping bag,0.348,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
143,4.767,shopping bag,0.349,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
144,4.8,shopping bag,0.363,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
145,4.833,shopping bag,0.355,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
146,4.867,shopping bag,0.36,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
147,4.9,shopping bag,0.366,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
148,4.933,shopping bag,0.358,174.7,440.7,227.6,578.7,201.1,509.7,52.9,138.0,
149,4.967,shopping bag,0.391,174.7,440.7,227.5,578.7,201.1,509.7,52.9,138.1,
150,5.0,shopping bag,0.363,174.7,440.8,227.4,578.6,201.0,509.7,52.7,137.9,
151,5.033,shopping bag,0.402,174.7,440.8,227.4,578.6,201.0,509.7,52.7,137.9,
152,5.067,shopping bag,0.394,174.7,440.8,227.4,578.6,201.0,509.7,52.7,137.9,
153,5.1,shopping bag,0.395,174.7,440.8,227.4,578.6,201.0,509.7,52.7,137.9,
154,5.133,shopping bag,0.382,174.8,440.9,227.1,578.4,201.0,509.6,52.3,137.5,
155,5.167,shopping bag,0.376,174.8,440.9,227.2,578.5,201.0,509.7,52.4,137.6,
156,5.2,shopping bag,0.383,174.8,440.9,227.3,578.4,201.0,509.7,52.5,137.5,
157,5.233,shopping bag,0.362,174.7,440.9,227.3,578.5,201.0,509.7,52.5,137.5,
158,5.267,shopping bag,0.431,174.8,440.9,227.2,578.4,201.0,509.7,52.4,137.5,
159,5.3,shopping bag,0.412,174.8,440.9,227.2,578.4,201.0,509.7,52.4,137.5,
160,5.333,shopping bag,0.342,174.4,440.6,227.4,578.7,200.9,509.7,53.0,138.0,
160,5.333,cardboard box,0.25,44.5,116.8,86.1,147.2,65.3,132.0,41.6,30.4,
161,5.367,shopping bag,0.314,174.8,440.9,227.7,578.7,201.2,509.8,53.0,137.8,
161,5.367,cardboard box,0.298,44.6,117.0,85.8,147.2,65.2,132.1,41.2,30.2,
162,5.4,shopping bag,0.312,174.7,440.9,227.8,578.7,201.3,509.8,53.0,137.8,
162,5.4,cardboard box,0.296,44.6,117.0,85.8,147.2,65.2,132.1,41.2,30.2,
163,5.433,shopping bag,0.339,174.8,440.9,227.8,578.6,201.3,509.8,53.1,137.7,
163,5.433,cardboard box,0.305,44.6,117.0,85.8,147.2,65.2,132.1,41.2,30.2,
164,5.467,shopping bag,0.338,174.8,440.9,227.8,578.6,201.3,509.8,53.1,137.7,
164,5.467,cardboard box,0.305,44.6,117.0,85.8,147.2,65.2,132.1,41.2,30.2,
165,5.5,shopping bag,0.385,174.9,440.8,227.6,578.7,201.2,509.8,52.7,137.9,
165,5.5,cardboard box,0.283,44.6,117.1,85.6,147.2,65.1,132.1,41.0,30.1,
166,5.533,shopping bag,0.381,174.8,440.9,227.6,578.7,201.2,509.8,52.7,137.8,
166,5.533,cardboard box,0.284,44.6,117.0,85.6,147.2,65.1,132.1,41.0,30.1,
167,5.567,shopping bag,0.382,174.9,440.8,227.5,578.7,201.2,509.8,52.6,137.9,
167,5.567,cardboard box,0.278,44.6,117.1,85.6,147.2,65.1,132.1,41.0,30.1,
168,5.6,shopping bag,0.44,174.8,440.8,227.9,578.9,201.4,509.8,53.1,138.2,
168,5.6,cardboard box,0.277,44.6,117.1,85.6,147.1,65.1,132.1,40.9,30.0,
169,5.633,shopping bag,0.352,174.9,440.8,228.0,579.0,201.4,509.9,53.2,138.2,
169,5.633,cardboard box,0.257,44.8,117.1,85.5,147.1,65.1,132.1,40.7,30.0,
170,5.667,shopping bag,0.352,174.9,440.8,228.1,578.9,201.5,509.8,53.2,138.1,
170,5.667,cardboard box,0.253,44.8,117.2,85.5,147.1,65.1,132.1,40.7,30.0,
171,5.7,shopping bag,0.493,174.9,440.8,227.6,579.0,201.3,509.9,52.7,138.2,
172,5.733,shopping bag,0.486,174.9,440.8,227.6,579.0,201.3,509.9,52.7,138.2,
173,5.767,shopping bag,0.625,174.9,440.8,227.3,579.0,201.1,509.9,52.4,138.2,
174,5.8,shopping bag,0.624,174.9,440.8,227.3,579.0,201.1,509.9,52.4,138.2,
175,5.833,shopping bag,0.623,174.9,440.8,227.3,579.0,201.1,509.9,52.4,138.2,
176,5.867,shopping bag,0.583,175.0,440.9,227.4,579.0,201.2,509.9,52.5,138.1,
177,5.9,shopping bag,0.475,174.8,440.6,228.0,579.6,201.4,510.1,53.1,139.0,
178,5.933,shopping bag,0.597,174.6,440.6,228.1,579.5,201.3,510.0,53.5,139.0,4
179,5.967,shopping bag,0.681,174.5,439.9,227.6,576.3,201.1,508.1,53.1,136.5,4
180,6.0,shopping bag,0.906,174.6,437.4,237.6,577.3,206.1,507.4,63.0,139.9,4
181,6.033,shopping bag,0.887,174.6,437.8,237.2,577.2,205.9,507.5,62.6,139.4,4
182,6.067,shopping bag,0.876,174.6,437.5,236.9,577.3,205.8,507.4,62.3,139.7,4
183,6.1,shopping bag,0.94,174.5,436.8,227.5,577.2,201.0,507.0,52.9,140.4,4
184,6.133,shopping bag,0.942,174.5,436.8,227.5,577.2,201.0,507.0,52.9,140.4,4
185,6.167,shopping bag,0.942,174.5,436.8,227.5,577.2,201.0,507.0,52.9,140.4,4
186,6.2,shopping bag,0.776,174.1,436.5,227.9,577.4,201.0,507.0,53.7,141.0,4
187,6.233,shopping bag,0.785,174.2,436.1,227.6,577.5,200.9,506.8,53.4,141.3,4
188,6.267,bottle,0.351,268.0,589.1,297.7,637.3,282.8,613.2,29.7,48.3,4
200,6.667,bottle,0.257,1015.6,149.4,1032.5,200.2,1024.0,174.8,16.9,50.8,
204,6.8,bottle,0.251,1015.6,149.5,1032.5,200.3,1024.1,174.9,16.9,50.8,3
206,6.867,shopping bag,0.705,174.0,440.9,227.8,580.6,200.9,510.7,53.8,139.7,4
206,6.867,shopping bag,0.263,176.0,490.9,226.9,579.4,201.5,535.2,50.9,88.6,4
207,6.9,shopping bag,0.645,173.9,440.6,227.8,580.6,200.8,510.6,54.0,140.0,4
207,6.9,bottle,0.256,1015.7,149.5,1032.4,200.4,1024.0,174.9,16.8,50.9,3
208,6.933,shopping bag,0.671,174.6,440.9,227.4,580.0,201.0,510.4,52.8,139.1,
208,6.933,bottle,0.286,1015.7,149.5,1032.3,200.3,1024.0,174.9,16.7,50.8,3
209,6.967,shopping bag,0.674,174.6,440.9,227.4,580.0,201.0,510.4,52.8,139.1,
209,6.967,bottle,0.286,1015.7,149.5,1032.3,200.3,1024.0,174.9,16.7,50.8,3
210,7.0,shopping bag,0.862,175.4,440.9,227.1,580.0,201.3,510.4,51.7,139.1,
210,7.0,shopping bag,0.362,175.7,487.9,226.6,579.1,201.2,533.5,50.9,91.2,
210,7.0,bottle,0.302,1015.6,149.5,1032.4,200.5,1024.0,175.0,16.8,51.0,3
211,7.033,shopping bag,0.856,175.4,441.0,227.2,579.9,201.3,510.5,51.8,138.9,
211,7.033,shopping bag,0.4,175.8,489.6,226.6,579.1,201.2,534.3,50.8,89.5,
211,7.033,bottle,0.302,1015.6,149.5,1032.4,200.5,1024.0,175.0,16.8,51.0,3
212,7.067,shopping bag,0.856,175.4,441.0,227.2,579.9,201.3,510.5,51.8,138.9,
212,7.067,shopping bag,0.4,175.8,489.6,226.6,579.1,201.2,534.3,50.8,89.5,
212,7.067,bottle,0.302,1015.6,149.5,1032.4,200.5,1024.0,175.0,16.8,51.0,3
213,7.1,shopping bag,0.829,175.3,440.9,227.2,579.9,201.2,510.4,51.9,139.0,
213,7.1,shopping bag,0.38,175.7,488.4,226.6,579.0,201.1,533.7,50.9,90.6,
213,7.1,bottle,0.29,1015.7,149.5,1032.4,200.3,1024.1,174.9,16.7,50.8,3
214,7.133,shopping bag,0.704,175.2,441.1,226.8,579.0,201.0,510.1,51.6,137.9,
214,7.133,bottle,0.273,1015.8,149.5,1032.5,199.9,1024.1,174.7,16.6,50.4,3
215,7.167,shopping bag,0.696,175.0,441.1,226.8,579.0,200.9,510.0,51.8,137.9,
215,7.167,bottle,0.274,1015.8,149.5,1032.5,199.9,1024.2,174.7,16.6,50.4,3
216,7.2,shopping bag,0.642,173.8,440.6,227.0,578.1,200.4,509.3,53.2,137.5,
216,7.2,bottle,0.279,1015.8,149.5,1032.5,200.1,1024.1,174.8,16.7,50.6,3
217,7.233,shopping bag,0.5,174.3,440.8,226.9,579.5,200.6,510.1,52.6,138.6,
217,7.233,bottle,0.281,1015.8,149.5,1032.5,200.1,1024.2,174.8,16.7,50.6,3
218,7.267,shopping bag,0.495,174.3,440.8,226.9,579.5,200.6,510.2,52.6,138.6,
218,7.267,bottle,0.288,1015.8,149.5,1032.5,200.1,1024.2,174.8,16.7,50.6,3
219,7.3,shopping bag,0.539,174.6,441.7,226.8,578.6,200.7,510.1,52.2,136.9,
219,7.3,bottle,0.299,1015.7,149.5,1032.5,200.1,1024.1,174.8,16.8,50.6,3
220,7.333,shopping bag,0.548,174.4,441.7,226.8,578.6,200.6,510.1,52.4,136.9,
220,7.333,bottle,0.299,1015.8,149.5,1032.5,200.1,1024.1,174.8,16.7,50.6,3
221,7.367,shopping bag,0.503,174.1,441.7,226.8,578.6,200.4,510.1,52.7,136.9,
221,7.367,bottle,0.299,1015.8,149.5,1032.5,200.1,1024.1,174.8,16.7,50.6,3
222,7.4,shopping bag,0.634,174.8,441.7,226.8,578.7,200.8,510.2,51.9,136.9,
222,7.4,bottle,0.308,1015.7,149.5,1032.4,200.2,1024.1,174.8,16.7,50.7,3
223,7.433,shopping bag,0.631,174.8,441.8,226.8,578.7,200.8,510.2,52.1,136.9,
223,7.433,bottle,0.297,1015.8,149.4,1032.5,200.2,1024.1,174.8,16.7,50.8,3
224,7.467,shopping bag,0.635,174.7,441.8,226.9,578.7,200.8,510.2,52.2,136.9,
224,7.467,bottle,0.297,1015.8,149.4,1032.5,200.2,1024.1,174.8,16.7,50.8,3
225,7.5,shopping bag,0.601,174.5,441.7,226.9,578.6,200.7,510.1,52.4,136.9,
225,7.5,bottle,0.32,1015.8,149.4,1032.4,200.2,1024.1,174.8,16.6,50.8,3
226,7.533,shopping bag,0.601,174.5,441.7,226.9,578.6,200.7,510.1,52.4,136.9,
226,7.533,bottle,0.32,1015.8,149.4,1032.4,200.2,1024.1,174.8,16.6,50.8,3
227,7.567,shopping bag,0.602,174.5,441.7,226.9,578.6,200.7,510.1,52.4,136.9,
227,7.567,bottle,0.322,1015.8,149.3,1032.4,200.2,1024.1,174.8,16.6,50.8,3
228,7.6,shopping bag,0.651,175.2,440.2,227.0,577.3,201.1,508.7,51.9,137.1,
228,7.6,bottle,0.311,1015.8,149.4,1032.4,200.0,1024.1,174.7,16.6,50.6,3
229,7.633,shopping bag,0.545,172.3,440.2,227.2,577.6,199.7,508.9,54.9,137.4,
229,7.633,bottle,0.303,1015.8,149.3,1032.5,200.0,1024.1,174.7,16.6,50.7,3
230,7.667,shopping bag,0.517,173.2,440.1,227.1,577.6,200.1,508.8,53.8,137.5,
230,7.667,bottle,0.293,1015.7,149.3,1032.4,200.0,1024.1,174.6,16.7,50.7,3
231,7.7,shopping bag,0.545,172.1,440.0,227.1,577.7,199.6,508.9,55.1,137.6,
231,7.7,bottle,0.295,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.9,3
231,7.7,shopping basket,0.275,181.6,321.7,241.0,397.3,211.3,359.5,59.4,75.5,
232,7.733,shopping bag,0.546,172.1,440.0,227.1,577.7,199.6,508.9,55.0,137.6,
232,7.733,bottle,0.295,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.9,3
232,7.733,shopping basket,0.275,181.6,321.7,241.0,397.3,211.3,359.5,59.4,75.5,
233,7.767,shopping bag,0.562,172.2,440.1,227.1,577.6,199.6,508.9,55.0,137.6,
233,7.767,bottle,0.293,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.9,3
233,7.767,shopping basket,0.274,181.7,321.7,241.0,397.4,211.3,359.6,59.4,75.7,
234,7.8,shopping bag,0.604,171.5,440.2,227.1,578.7,199.3,509.4,55.6,138.5,
234,7.8,bottle,0.292,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.9,3
235,7.833,shopping bag,0.498,172.1,440.2,227.0,578.3,199.6,509.3,54.9,138.1,
235,7.833,bottle,0.281,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.8,3
236,7.867,shopping bag,0.516,171.8,440.2,227.0,578.3,199.4,509.2,55.2,138.1,
236,7.867,bottle,0.281,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.8,3
237,7.9,shopping bag,0.443,170.4,441.7,227.0,579.3,198.7,510.5,56.6,137.7,
237,7.9,bottle,0.274,1015.7,149.2,1032.4,200.1,1024.1,174.7,16.7,50.8,3
238,7.933,shopping bag,0.441,170.7,441.7,227.0,579.2,198.9,510.4,56.3,137.5,
238,7.933,bottle,0.278,1015.7,149.3,1032.4,200.0,1024.1,174.6,16.7,50.7,3
239,7.967,shopping bag,0.517,170.2,440.6,227.1,578.2,198.7,509.4,56.9,137.6,
239,7.967,bottle,0.27,1015.8,149.3,1032.4,199.9,1024.1,174.6,16.6,50.6,3
240,8.0,shopping bag,0.533,169.5,440.5,227.1,578.2,198.3,509.4,57.7,137.7,
240,8.0,bottle,0.262,1015.7,149.3,1032.4,199.9,1024.1,174.6,16.7,50.6,3
241,8.033,shopping bag,0.476,171.9,440.5,227.0,578.4,199.5,509.4,55.1,137.9,
242,8.067,shopping bag,0.477,171.9,440.5,227.0,578.4,199.5,509.4,55.1,137.9,
243,8.1,shopping bag,0.474,172.0,440.5,227.0,578.4,199.5,509.4,55.0,137.9,
244,8.133,shopping bag,0.652,173.5,440.5,227.3,578.3,200.4,509.4,53.8,137.9,
244,8.133,bottle,0.256,1015.7,149.3,1032.5,199.9,1024.1,174.6,16.8,50.6,3
245,8.167,shopping bag,0.653,173.5,440.5,227.3,578.3,200.4,509.4,53.8,137.9,
245,8.167,bottle,0.256,1015.7,149.3,1032.5,199.9,1024.1,174.6,16.8,50.6,3
246,8.2,shopping bag,0.654,173.5,440.5,227.3,578.3,200.4,509.4,53.8,137.9,
246,8.2,bottle,0.256,1015.7,149.3,1032.5,199.9,1024.1,174.6,16.8,50.6,3
247,8.233,shopping bag,0.654,173.5,440.5,227.3,578.3,200.4,509.4,53.8,137.9,
247,8.233,bottle,0.256,1015.7,149.3,1032.5,199.9,1024.1,174.6,16.8,50.6,3
248,8.267,shopping bag,0.621,173.6,440.3,227.3,578.2,200.5,509.2,53.7,137.9,
248,8.267,bottle,0.254,1015.8,149.3,1032.5,199.8,1024.1,174.6,16.7,50.5,3
249,8.3,shopping bag,0.608,173.8,440.4,227.3,578.0,200.6,509.2,53.5,137.6,
249,8.3,bottle,0.262,1015.8,149.3,1032.4,199.9,1024.1,174.6,16.7,50.5,3
250,8.333,shopping bag,0.655,174.0,440.3,227.3,578.0,200.7,509.2,53.3,137.7,
250,8.333,bottle,0.263,1015.8,149.3,1032.4,199.9,1024.1,174.6,16.6,50.5,3
251,8.367,shopping bag,0.64,174.0,440.3,227.3,578.0,200.7,509.2,53.3,137.7,
251,8.367,bottle,0.259,1015.8,149.4,1032.4,199.8,1024.1,174.6,16.6,50.5,3
252,8.4,shopping bag,0.56,173.9,440.1,227.1,577.9,200.5,509.0,53.2,137.8,
252,8.4,bottle,0.27,1015.8,149.3,1032.4,199.9,1024.1,174.6,16.7,50.6,
253,8.433,shopping bag,0.617,174.0,441.7,227.5,579.4,200.7,510.6,53.5,137.8,
254,8.467,shopping bag,0.58,173.9,441.7,227.5,579.4,200.7,510.6,53.6,137.7,
255,8.5,shopping bag,0.615,173.7,442.2,227.4,579.2,200.6,510.7,53.7,137.0,
256,8.533,shopping bag,0.609,173.8,442.2,227.4,579.2,200.6,510.7,53.6,137.0,
257,8.567,shopping bag,0.601,173.7,442.3,227.4,579.2,200.5,510.8,53.8,137.0,
258,8.6,shopping bag,0.606,173.7,442.3,227.4,579.3,200.5,510.8,53.8,137.0,
259,8.633,shopping bag,0.562,174.3,441.7,227.2,578.6,200.7,510.1,52.8,136.9,
260,8.667,shopping bag,0.544,174.5,442.1,227.4,578.7,201.0,510.4,52.9,136.6,
261,8.7,shopping bag,0.602,174.2,441.9,227.2,578.7,200.7,510.3,53.0,136.8,
261,8.7,handbag,0.344,0.0,321.4,20.8,386.4,10.4,353.9,20.8,65.0,2
261,8.7,handbag,0.302,0.0,340.9,20.9,385.2,10.5,363.0,20.9,44.3,2
261,8.7,bottle,0.264,1015.7,149.3,1032.5,200.0,1024.1,174.6,16.8,50.7,
262,8.733,shopping bag,0.598,174.3,441.9,227.2,578.7,200.7,510.3,52.9,136.8,
262,8.733,handbag,0.339,0.0,321.0,20.8,386.4,10.4,353.7,20.8,65.3,2
262,8.733,handbag,0.297,0.0,340.8,20.9,385.2,10.5,363.0,20.9,44.4,2
262,8.733,bottle,0.263,1015.7,149.3,1032.5,200.0,1024.1,174.6,16.8,50.7,
263,8.767,shopping bag,0.45,174.3,442.1,228.1,579.0,201.2,510.6,53.8,137.0,
263,8.767,handbag,0.337,0.0,317.4,27.8,391.5,13.9,354.4,27.8,74.1,2
263,8.767,bottle,0.257,1015.7,149.3,1032.4,200.0,1024.1,174.7,16.8,50.7,
264,8.8,shopping bag,0.449,174.2,441.9,227.9,579.0,201.1,510.5,53.7,137.1,
264,8.8,handbag,0.267,0.0,319.8,26.2,391.3,13.1,355.6,26.1,71.5,2
264,8.8,bottle,0.258,1015.7,149.3,1032.5,200.0,1024.1,174.7,16.8,50.7,
265,8.833,shopping bag,0.319,174.4,440.3,227.4,578.8,200.9,509.6,52.9,138.5,4
265,8.833,handbag,0.307,0.0,316.6,32.5,396.6,16.3,356.6,32.5,80.0,2
266,8.867,handbag,0.313,0.0,316.7,32.6,396.6,16.3,356.6,32.5,79.9,2
266,8.867,shopping bag,0.307,174.5,440.3,227.3,578.9,200.9,509.6,52.8,138.6,4
267,8.9,handbag,0.603,0.0,321.2,39.1,402.7,19.5,361.9,39.1,81.5,2
267,8.9,shopping bag,0.251,174.6,440.2,228.4,578.8,201.5,509.5,53.8,138.7,4
268,8.933,handbag,0.585,0.0,321.7,38.8,402.7,19.4,362.2,38.8,81.0,2
269,8.967,handbag,0.563,0.0,321.7,38.8,402.8,19.4,362.2,38.8,81.1,2
270,9.0,handbag,0.413,0.1,327.0,42.2,405.6,21.1,366.3,42.1,78.6,2
271,9.033,handbag,0.463,2.8,330.7,45.0,411.2,23.9,370.9,42.2,80.5,2
272,9.067,handbag,0.432,2.7,330.2,45.2,411.3,23.9,370.7,42.4,81.1,2
273,9.1,handbag,0.454,6.2,335.3,50.5,416.5,28.3,375.9,44.3,81.2,2
273,9.1,shopping bag,0.27,174.9,440.5,227.9,578.7,201.4,509.6,53.0,138.2,4
274,9.133,handbag,0.454,6.2,335.3,50.5,416.5,28.3,375.9,44.3,81.2,2
